Attrition;JobRole;OverTime;YearsInCurrentRole;YearsWithCurrManager;Age;YearsAtCompany;StockOptionLevel;JobInvolvement;BusinessTravel;JobSatisfaction;EnvironmentSatisfaction;DistanceFromHome;WorkLifeBalance;TrainingTimesLastYear;DailyRate;MonthlyIncome;AgeGroup;IncomeGroup;CurrentRoleYearsGroup;Attrition_bin;Attrition_Prob_ML;PC1;PC2;Cluster_K3;RiskTier;Attrition_Prob_Tree;Tree_Segment
No;Research Scientist;No;7;9;30;10;3;1;Travel_Frequently;3;Dissatisfied;23;2;2;1312;2613;26-35;2001-4000;5-8;0;0.12701790572097327;-3889.591480694549;512.0963612146721;0;Low;0.21212121212121213;23
No;Sales Executive;No;7;7;33;7;1;3;Non-Travel;2;Moderately satisfied;22;4;2;750;6146;26-35;6001-8000;5-8;0;0.050560683261803636;-356.9684754420541;-52.25079558398147;2;Low;0.06491499227202473;24
Yes;Research Scientist;Yes;4;3;56;5;3;3;Travel_Rarely;2;Moderately satisfied;14;3;2;441;4963;56-65;4001-6000;0-4;1;0.11092642809142296;-1540.1537525072972;-360.4572127919761;0;Low;0.1111111111111111;17
No;Research Director;No;18;15;51;20;0;3;Travel_Rarely;3;Dissatisfied;6;3;5;684;19537;46-55;10000+;17+;0;0.042126209648399165;13034.006145993751;-127.16233617805926;1;Low;0.06491499227202473;24
Yes;Sales Executive;Yes;7;7;31;7;0;1;Travel_Rarely;3;Moderately satisfied;6;2;3;249;6172;26-35;6001-8000;5-8;1;0.5708187574763566;-331.3033577326678;-553.2666221954211;2;High;0.28865979381443296;16
No;Research Scientist;No;4;3;26;5;0;2;Travel_Rarely;2;Moderately satisfied;6;2;3;841;2368;26-35;2001-4000;0-4;0;0.06068680233036576;-4134.913831185286;41.264554817777594;0;Low;0.06491499227202473;24
Yes;Healthcare Representative;No;10;6;58;40;1;3;Travel_Rarely;4;Satisfied;23;2;3;147;10312;56-65;10000+;9-12;1;0.17182451920521505;3808.6730000697953;-658.0360997492885;2;Low;0.06491499227202473;24
Yes;Sales Representative;Yes;0;0;19;0;0;3;Travel_Rarely;3;Satisfied;22;2;2;528;1675;19-25;0-2000;0-4;1;0.9355575396825395;-4828.133809182549;-271.27338388096825;0;High;0.875;3
No;Laboratory Technician;No;1;1;22;2;1;3;Travel_Rarely;4;Moderately satisfied;2;3;2;594;2523;19-25;2001-4000;0-4;0;0.08712671909941533;-3980.085438387381;-205.83635759891865;0;Low;0.06491499227202473;24
No;Manufacturing Director;No;11;11;49;15;0;3;Travel_Rarely;1;Moderately satisfied;20;2;2;470;6567;46-55;6001-8000;9-12;0;0.05150287098813845;63.86786823791499;-332.5334928875515;2;Low;0.06491499227202473;24
No;Research Scientist;No;2;2;43;3;0;4;Travel_Frequently;3;Moderately satisfied;28;3;2;957;4739;36-45;4001-6000;0-4;0;0.051455007407646886;-1763.825300077685;155.68932402118753;0;Low;0.06491499227202473;24
No;Sales Executive;No;2;1;50;2;0;3;Travel_Frequently;4;Moderately satisfied;12;3;3;809;9208;46-55;8001-10000;0-4;0;0.09058881518022864;2705.0781517442992;4.720339415685544;2;Low;0.06491499227202473;24
Yes;Sales Executive;Yes;2;2;31;2;1;1;Travel_Rarely;3;Moderately satisfied;20;3;2;542;4559;26-35;4001-6000;0-4;1;0.27333370759896647;-1944.1132963046412;-259.19136206316637;0;Medium;0.1111111111111111;17
No;Sales Executive;Yes;7;7;41;9;1;3;Travel_Rarely;3;Moderately satisfied;9;3;2;802;8189;36-45;8001-10000;5-8;0;0.049424388688285865;1686.0735899759766;-1.6081973776283576;2;Low;0.1111111111111111;17
No;Human Resources;No;7;7;26;8;1;3;Travel_Rarely;3;Moderately satisfied;25;3;3;1355;2942;26-35;2001-4000;5-8;0;0.06755775815627128;-3560.5689564260565;554.8782941344842;0;Low;0.06491499227202473;24
No;Manufacturing Director;No;2;1;36;3;2;3;Travel_Rarely;2;Moderately satisfied;6;3;0;216;4941;36-45;4001-6000;0-4;0;0.07553338932474053;-1562.3249141047872;-585.4433702760782;0;Low;0.06491499227202473;24
Yes;Manufacturing Director;No;2;3;51;4;0;1;Travel_Frequently;4;Dissatisfied;8;3;2;1150;10650;46-55;10000+;0-4;1;0.2080475951512503;4147.3066554571415;344.75968889141757;2;Medium;0.21212121212121213;23
No;Sales Executive;No;11;9;39;15;1;2;Travel_Rarely;3;Satisfied;4;4;1;1329;5902;36-45;4001-6000;9-12;0;0.03310463470891882;-600.5695938706758;526.9090328921526;0;Low;0.06491499227202473;24
No;Sales Executive;No;2;2;25;2;0;2;Travel_Rarely;3;Dissatisfied;28;3;3;959;8639;19-25;8001-10000;0-4;0;0.12041217974928434;2136.154145723982;155.09289872748855;2;Low;0.06491499227202473;24
No;Human Resources;Yes;9;7;30;11;0;3;Travel_Rarely;4;Moderately satisfied;9;1;2;1240;6347;26-35;6001-8000;9-12;0;0.07248295235712526;-155.64191244621816;437.6141694651518;2;Low;0.28865979381443296;16
Yes;Laboratory Technician;No;4;4;32;5;0;3;Travel_Rarely;1;Dissatisfied;9;4;2;1033;4200;26-35;4001-6000;0-4;1;0.44443876243677577;-2302.781855395936;232.04613031707152;0;Medium;0.06491499227202473;24
No;Research Scientist;No;5;3;45;6;0;3;Travel_Rarely;4;Moderately satisfied;29;2;2;1316;3452;36-45;2001-4000;5-8;0;0.05043309350058498;-3050.5801076272405;515.5437250154874;0;Low;0.06491499227202473;24
No;Research Scientist;Yes;2;2;38;3;0;3;Travel_Rarely;3;Satisfied;3;3;2;364;4317;36-45;4001-6000;0-4;0;0.04672469748042609;-2186.223572675359;-437.0280607579752;0;Low;0.28865979381443296;16
No;Research Scientist;No;4;4;30;5;0;3;Travel_Rarely;3;Dissatisfied;18;2;4;438;2632;26-35;2001-4000;0-4;0;0.1085082395075419;-3871.1784987019123;-361.9115011808237;0;Low;0.06491499227202473;24
No;Sales Executive;No;7;7;32;8;3;1;Travel_Frequently;4;Satisfied;9;4;2;689;4668;26-35;4001-6000;5-8;0;0.06917161396251945;-1835.0075302389769;-112.26692876577215;0;Low;0.21212121212121213;23
No;Research Scientist;No;2;2;30;3;1;3;Travel_Rarely;1;Satisfied;5;3;3;201;3204;26-35;2001-4000;0-4;0;0.04086987413442053;-3299.338802310165;-599.2891788540754;0;Low;0.06491499227202473;24
No;Laboratory Technician;No;3;2;30;5;0;2;Travel_Rarely;4;Moderately satisfied;2;3;3;1427;2720;26-35;2001-4000;0-4;0;0.07998779140154261;-3782.520787325278;627.0314486651977;0;Low;0.06491499227202473;24
No;Manager;No;6;7;41;7;1;2;Travel_Frequently;1;Satisfied;10;2;2;857;17181;36-45;10000+;5-8;0;0.029579906165388626;10678.09969638325;47.41144435287924;1;Low;0.06491499227202473;24
No;Laboratory Technician;No;0;4;41;5;1;3;Travel_Rarely;1;Moderately satisfied;9;3;2;933;2238;36-45;2001-4000;0-4;0;0.06543336871558153;-4264.83888508258;133.35248620218408;0;Low;0.06491499227202473;24
No;Laboratory Technician;No;0;0;19;1;0;3;Travel_Rarely;2;Moderately satisfied;3;3;3;1181;1483;19-25;0-2000;0-4;0;0.3140251829000575;-5019.697879006894;381.85510651106745;0;Medium;0.6285714285714286;5
No;Research Scientist;No;7;13;40;20;1;3;Travel_Frequently;2;Moderately satisfied;26;3;2;1395;5605;36-45;4001-6000;5-8;0;0.019844376300629962;-897.5218393037812;593.1004447766089;0;Low;0.06491499227202473;24
No;Sales Executive;No;8;6;35;10;2;3;Travel_Rarely;2;Moderately satisfied;1;3;3;662;7295;26-35;6001-8000;5-8;0;0.04333718230766689;791.9763937049547;-141.01392035889216;2;Low;0.06491499227202473;24
No;Sales Representative;Yes;7;5;53;7;1;3;Travel_Rarely;3;Moderately satisfied;6;1;3;1436;2306;46-55;2001-4000;5-8;0;0.08787865535813215;-4196.488928360961;636.30857933511;0;Low;0.5833333333333334;14
No;Laboratory Technician;No;9;15;45;17;1;3;Travel_Rarely;2;Moderately satisfied;9;1;2;194;2348;36-45;2001-4000;9-12;0;0.12047338006773063;-4155.313438791216;-605.7287007573318;0;Low;0.45;20
No;Sales Executive;No;8;7;32;9;0;3;Travel_Frequently;4;Moderately satisfied;8;3;2;967;8998;26-35;8001-10000;5-8;0;0.05718757019127333;2495.1741500699172;162.85236205905176;2;Low;0.06491499227202473;24
No;Manufacturing Director;No;7;9;29;10;1;3;Non-Travel;3;Satisfied;1;3;1;1496;4319;26-35;4001-6000;5-8;0;0.04559125976541089;-2183.4709789972576;694.9634702579384;0;Low;0.06491499227202473;24
No;Manufacturing Director;No;0;0;51;1;0;2;Travel_Rarely;3;Moderately satisfied;7;3;2;1169;6132;46-55;6001-8000;0-4;0;0.05105629381671552;-370.6796014150177;366.7673442397239;2;Low;0.0;10
No;Research Scientist;Yes;0;0;58;1;1;2;Travel_Rarely;2;Moderately satisfied;9;2;3;1145;3346;56-65;2001-4000;0-4;0;0.09487138744955213;-3156.6862265628647;344.62145970132167;0;Low;0.3333333333333333;11
No;Sales Executive;No;11;11;40;12;1;2;Travel_Rarely;4;Moderately satisfied;4;2;2;630;10855;36-45;10000+;9-12;0;0.030715882107245816;4351.959892020552;-175.38361155250823;2;Low;0.06491499227202473;24
No;Sales Representative;No;3;2;34;4;1;3;Travel_Frequently;3;Moderately satisfied;2;3;3;303;2231;26-35;2001-4000;0-4;0;0.11308990651901396;-4272.265052183271;-496.6415034007334;0;Low;0.06491499227202473;24
No;Research Scientist;No;2;2;22;2;2;3;Travel_Rarely;4;Moderately satisfied;19;3;6;1256;2323;19-25;2001-4000;0-4;0;0.09246981793098336;-4179.644701134862;456.2946476445105;0;Low;0.06491499227202473;24
No;Research Scientist;No;2;2;27;2;1;3;Non-Travel;2;Satisfied;9;1;1;691;2024;26-35;2001-4000;0-4;0;0.10035039861909982;-4479.015252188952;-108.50458331317918;0;Low;0.45;20
No;Research Scientist;No;2;2;28;5;1;3;Travel_Rarely;4;Moderately satisfied;21;1;2;440;2713;26-35;2001-4000;0-4;0;0.07490747202017323;-3790.1803472902993;-359.96537188208157;0;Low;0.45;20
No;Healthcare Representative;Yes;3;4;57;5;1;4;Travel_Rarely;4;Moderately satisfied;24;1;2;334;9439;56-65;8001-10000;0-4;0;0.07074996181706024;2935.771294550512;-470.43528798539256;2;Low;0.1111111111111111;17
No;Research Scientist;Yes;1;1;27;1;1;2;Non-Travel;3;Moderately satisfied;3;2;2;1450;2566;26-35;2001-4000;0-4;0;0.14834946453272344;-3936.511757292923;650.1358487089555;0;Low;0.875;3
No;Manager;No;4;4;50;5;0;3;Travel_Rarely;2;Moderately satisfied;11;3;5;1452;19926;46-55;10000+;0-4;0;0.055892761435562474;13423.498851401082;640.5884300758818;1;Low;0.06491499227202473;24
No;Research Scientist;No;8;8;41;9;1;3;Travel_Rarely;3;Dissatisfied;14;3;2;465;2451;36-45;2001-4000;5-8;0;0.05209926713313939;-4052.1446651774413;-334.79210577497776;0;Low;0.06491499227202473;24
No;Sales Executive;No;9;4;30;10;1;3;Travel_Rarely;4;Moderately satisfied;5;3;2;1339;9419;26-35;8001-10000;9-12;0;0.04252066778508346;2916.4196027735943;534.5724836702149;2;Low;0.06491499227202473;24
No;Sales Executive;No;3;7;38;8;0;2;Travel_Rarely;4;Dissatisfied;1;4;2;702;8686;36-45;8001-10000;0-4;0;0.06092790949192133;2183.002059285598;-101.93828483806203;2;Low;0.06491499227202473;24
No;Research Scientist;No;4;4;32;5;0;3;Travel_Rarely;3;Moderately satisfied;6;3;2;120;3038;26-35;2001-4000;0-4;0;0.05332764101537676;-3465.388216247065;-680.1800154473557;0;Low;0.06491499227202473;24
No;Research Scientist;Yes;2;1;27;5;1;3;Travel_Rarely;2;Moderately satisfied;17;2;3;1157;3058;26-35;2001-4000;0-4;0;0.15308151957656702;-3444.704675307022;356.8051105935168;0;Low;0.1111111111111111;17
Yes;Sales Representative;No;0;0;19;0;0;1;Travel_Frequently;1;Moderately satisfied;1;4;5;602;2325;19-25;2001-4000;0-4;1;0.8577135664563929;-4178.084661082423;-197.7042256036259;0;High;0.6285714285714286;5
No;Laboratory Technician;No;7;2;36;8;0;3;Travel_Frequently;2;Satisfied;3;2;3;1480;2088;36-45;2001-4000;5-8;0;0.06270161587574342;-4414.475918143826;680.451156051825;0;Low;0.06491499227202473;24
No;Laboratory Technician;No;9;10;30;12;2;3;Non-Travel;1;Moderately satisfied;9;3;4;111;3072;26-35;2001-4000;9-12;0;0.09798431059516324;-3431.388573968401;-689.2084672839644;0;Low;0.06491499227202473;24
No;Sales Executive;Yes;4;3;45;5;1;3;Travel_Rarely;1;Moderately satisfied;4;4;3;1268;5006;36-45;4001-6000;0-4;0;0.03025910032210063;-1496.613772402312;466.5127639894564;0;Low;0.1111111111111111;17
No;Research Scientist;Yes;2;2;56;2;1;3;Travel_Rarely;1;Moderately satisfied;8;3;3;713;4257;56-65;4001-6000;0-4;0;0.06788522809823859;-2245.9747100040113;-87.98554087744321;0;Low;0.1111111111111111;17
No;Research Scientist;No;1;2;33;3;0;3;Travel_Rarely;4;Moderately satisfied;2;4;2;134;2500;26-35;2001-4000;0-4;0;0.046688467421484976;-4003.3799793585;-665.8201283207695;0;Low;0.06491499227202473;24
Yes;Laboratory Technician;No;0;0;19;1;0;2;Travel_Rarely;4;Moderately satisfied;2;2;3;303;1102;19-25;0-2000;0-4;1;0.7834062188070852;-5401.281734035025;-495.8908193000739;0;High;0.6285714285714286;5
No;Sales Executive;No;13;7;46;24;3;3;Travel_Rarely;1;Moderately satisfied;1;3;2;526;10453;46-55;10000+;13-16;0;0.13492448870680454;3949.9045433938572;-279.1207430435361;2;Low;0.06491499227202473;24
No;Laboratory Technician;No;2;1;38;2;0;3;Travel_Rarely;4;Moderately satisfied;9;3;3;1380;2288;36-45;2001-4000;0-4;0;0.10498318190509134;-4214.546622795109;580.3213654153072;0;Low;0.06491499227202473;24
No;Research Scientist;Yes;2;2;31;4;1;3;Travel_Rarely;4;Moderately satisfied;12;3;0;140;3929;26-35;2001-4000;0-4;0;0.2671302282647831;-2574.37867292896;-660.7722783762564;0;Medium;0.1111111111111111;17
No;Research Scientist;No;2;2;34;3;0;3;Travel_Rarely;2;Satisfied;27;3;3;629;2311;26-35;2001-4000;0-4;0;0.07496443232559859;-4192.049889325826;-170.69692427426173;0;Low;0.06491499227202473;24
Yes;Sales Representative;Yes;3;2;41;4;0;3;Travel_Rarely;2;Moderately satisfied;20;2;5;1356;3140;36-45;2001-4000;0-4;1;0.2791441598130811;-3362.5589807001716;555.7526469473368;0;Medium;0.28865979381443296;16
No;Laboratory Technician;No;2;2;50;3;1;2;Travel_Rarely;3;Moderately satisfied;1;2;2;328;3690;46-55;2001-4000;0-4;0;0.03198761189855729;-2813.2352744250193;-472.6089076256417;0;Low;0.06491499227202473;24
No;Manufacturing Director;No;2;3;53;4;2;4;Travel_Rarely;1;Satisfied;13;3;3;1084;4450;46-55;4001-6000;0-4;0;0.04749966472843954;-2052.729408817505;282.8837437332412;0;Low;0.06491499227202473;24
No;Research Scientist;No;7;6;33;8;1;3;Travel_Rarely;2;Satisfied;14;3;5;931;2756;26-35;2001-4000;5-8;0;0.0259305496516463;-3746.844128095827;131.0045839762978;0;Low;0.06491499227202473;24
No;Manager;No;8;9;40;20;1;3;Travel_Rarely;3;Satisfied;4;3;2;989;19033;36-45;10000+;5-8;0;0.012348218226750347;12530.194691248145;178.1722429760407;1;Low;0.06491499227202473;24
No;Research Director;No;15;15;55;24;0;4;Travel_Rarely;2;Moderately satisfied;14;3;3;692;18722;46-55;10000+;13-16;0;0.04848427570044988;12219.017756769268;-118.62290441867833;1;Low;0.06491499227202473;24
No;Manufacturing Director;No;9;9;34;10;0;2;Travel_Frequently;3;Satisfied;2;2;2;1069;9547;26-35;8001-10000;9-12;0;0.031628047761506;3044.2450563746534;264.48691468333675;2;Low;0.06491499227202473;24
No;Healthcare Representative;No;7;0;51;7;0;3;Travel_Rarely;2;Satisfied;3;3;6;313;13734;46-55;10000+;5-8;0;0.05628857209156119;7230.749416359835;-494.29130989499436;1;Low;0.06491499227202473;24
No;Manager;No;18;9;52;33;1;2;Travel_Rarely;3;Moderately satisfied;1;3;5;699;19999;46-55;10000+;17+;0;0.11994205556044533;13496.023925867443;-112.47497675917987;1;Low;0.06491499227202473;24
No;Research Scientist;No;7;3;27;7;0;3;Travel_Rarely;2;Satisfied;9;2;2;894;2279;26-35;2001-4000;5-8;0;0.07618738315986091;-4223.875364552875;94.32274586803885;0;Low;0.06491499227202473;24
Yes;Manufacturing Director;Yes;0;1;35;1;0;2;Travel_Rarely;3;Moderately satisfied;23;3;1;556;5916;26-35;4001-6000;0-4;1;0.679872622844716;-587.1030401397829;-246.09297516227628;0;High;0.3333333333333333;11
No;Research Scientist;No;4;2;43;5;3;4;Non-Travel;4;Satisfied;7;4;3;1344;2089;36-45;2001-4000;0-4;0;0.018993574034468098;-4413.5626639826505;544.4531708126661;0;Low;0.06491499227202473;24
No;Manager;No;8;8;45;20;1;2;Non-Travel;4;Dissatisfied;2;3;1;1195;16792;36-45;10000+;5-8;0;0.03275916638146772;10289.338629999764;385.66396022818924;1;Low;0.06491499227202473;24
No;Research Scientist;Yes;7;7;37;8;1;4;Travel_Rarely;1;Moderately satisfied;21;2;3;290;3564;36-45;2001-4000;5-8;0;0.05505543441293326;-2939.2675149141023;-510.53286408147056;0;Low;0.1111111111111111;17
No;Laboratory Technician;No;2;2;35;6;0;3;Travel_Frequently;2;Moderately satisfied;2;3;5;138;4425;26-35;4001-6000;0-4;0;0.1470343461112608;-2078.3749923258456;-663.102007924945;0;Low;0.06491499227202473;24
No;Manufacturing Director;No;3;2;42;5;1;3;Non-Travel;3;Moderately satisfied;21;3;5;926;5265;36-45;4001-6000;0-4;0;0.017815938760519182;-1237.8455741121697;124.33895126315986;0;Low;0.06491499227202473;24
No;Manufacturing Director;No;0;0;38;1;0;3;Travel_Rarely;3;Satisfied;2;3;3;1261;6553;36-45;6001-8000;0-4;0;0.036597368053156366;50.368761008509864;458.48585273765013;2;Low;0.13793103448275862;9
No;Manufacturing Director;No;7;7;38;7;1;3;Travel_Rarely;4;Satisfied;29;1;3;1084;6261;36-45;6001-8000;5-8;0;0.04890982168487396;-241.74168508660023;281.6730307355839;2;Low;0.08333333333333333;21
No;Manufacturing Director;No;2;0;27;2;1;2;Travel_Frequently;1;Moderately satisfied;1;3;1;472;4298;26-35;4001-6000;0-4;0;0.13521622647694487;-2205.1634481451665;-329.0161037935335;0;Low;0.06491499227202473;24
No;Manufacturing Director;Yes;7;7;49;7;2;3;Non-Travel;4;Satisfied;18;3;0;1002;6804;46-55;6001-8000;5-8;0;0.0690195326996443;301.2142044481725;199.31463552836124;2;Low;0.1111111111111111;17
No;Research Scientist;Yes;3;0;34;5;1;3;Travel_Frequently;3;Satisfied;10;4;4;878;3815;26-35;2001-4000;0-4;0;0.12167799124407122;-2687.88410109552;77.3037682610111;0;Low;0.1111111111111111;17
No;Laboratory Technician;Yes;2;7;40;7;1;3;Travel_Rarely;4;Moderately satisfied;19;4;2;905;2741;36-45;2001-4000;0-4;0;0.12509393334798005;-3761.8565947038924;105.01520179039312;0;Low;0.1111111111111111;17
Yes;Healthcare Representative;Yes;0;0;38;1;0;3;Travel_Rarely;1;Moderately satisfied;29;3;2;1180;6673;36-45;6001-8000;0-4;1;0.5966926702955035;170.31395849762703;377.40328541734004;2;High;0.3333333333333333;11
Yes;Sales Executive;No;4;9;29;10;3;3;Travel_Rarely;4;Moderately satisfied;27;2;3;121;7639;26-35;6001-8000;0-4;1;0.5123601150125755;1135.6090986635145;-682.2466686021355;2;High;0.06491499227202473;24
No;Research Scientist;Yes;2;2;22;4;1;4;Travel_Rarely;2;Satisfied;5;2;2;1136;2328;19-25;2001-4000;0-4;0;0.21935040972146094;-4174.722787356196;336.2914933677265;0;Medium;0.5833333333333334;14
No;Laboratory Technician;No;1;7;36;8;0;3;Travel_Frequently;4;Moderately satisfied;18;3;2;635;2153;36-45;2001-4000;0-4;0;0.052169405334129414;-4350.039138308794;-164.59477857736545;0;Low;0.06491499227202473;24
No;Healthcare Representative;No;2;2;40;3;1;2;Non-Travel;4;Satisfied;9;1;5;1151;4876;36-45;4001-6000;0-4;0;0.04992460759692515;-1626.6986677689774;349.5997454748955;0;Low;0.08333333333333333;21
No;Healthcare Representative;No;2;3;46;4;1;3;Travel_Rarely;1;Satisfied;1;3;3;644;9396;46-55;8001-10000;0-4;0;0.04701875807634619;2892.9665001756166;-160.40593889692684;2;Low;0.06491499227202473;24
Yes;Sales Executive;No;8;8;32;14;0;1;Travel_Rarely;4;Satisfied;4;2;2;1045;10400;26-35;10000+;5-8;1;0.49447457122641664;3897.2284584311965;239.91692625956478;2;Medium;0.21212121212121213;23
No;Manufacturing Director;No;8;8;30;11;0;2;Non-Travel;3;Moderately satisfied;1;3;2;829;8474;26-35;8001-10000;5-8;0;0.04259353757060444;1971.0827169129952;25.19978132117228;2;Low;0.06491499227202473;24
No;Sales Executive;No;7;7;27;7;0;3;Travel_Frequently;3;Satisfied;20;3;2;1242;9981;26-35;8001-10000;5-8;0;0.05728732202134974;3478.3493736349956;437.1974839431372;2;Low;0.06491499227202473;24
No;Research Director;No;9;7;51;10;2;2;Travel_Rarely;2;Moderately satisfied;8;1;5;1469;12490;46-55;10000+;9-12;0;0.044239260782891726;5987.5241634400845;662.5318693924443;2;Low;0.08333333333333333;21
Yes;Research Scientist;Yes;2;4;30;5;0;3;Travel_Rarely;1;Satisfied;3;3;5;1005;2657;26-35;2001-4000;0-4;1;0.4636862542331626;-3845.801337317475;205.07277016495652;0;Medium;0.28865979381443296;16
No;Manager;Yes;0;0;41;1;0;3;Travel_Rarely;4;Satisfied;6;3;3;896;13591;36-45;10000+;0-4;0;0.06299804914422;7088.121762758099;88.8048127703197;1;Low;0.3333333333333333;11
Yes;Sales Executive;No;3;1;30;6;0;2;Travel_Frequently;1;Moderately satisfied;26;2;5;334;6696;26-35;6001-8000;0-4;1;0.5605768946694103;192.74771285251063;-468.6155649159085;2;High;0.06491499227202473;24
Yes;Research Scientist;No;2;5;29;6;0;3;Travel_Rarely;3;Moderately satisfied;1;2;1;992;2058;26-35;2001-4000;0-4;1;0.07170189796101765;-4444.809358211658;192.47056375512022;0;Low;0.06491499227202473;24
No;Sales Executive;No;7;8;45;19;0;2;Non-Travel;4;Satisfied;6;3;2;1052;8865;36-45;8001-10000;5-8;0;0.03192370654177402;2362.2501800687496;247.9368443269699;2;Low;0.06491499227202473;24
No;Sales Executive;No;2;5;54;6;1;3;Travel_Rarely;1;Satisfied;3;3;4;1147;5940;46-55;4001-6000;0-4;0;0.05230796234588087;-562.6858513236839;344.8919328347371;0;Low;0.06491499227202473;24
No;Laboratory Technician;No;11;7;36;13;0;3;Travel_Rarely;2;Satisfied;5;4;3;1396;5914;36-45;4001-6000;9-12;0;0.033762922446667426;-588.5298524266645;593.9020531700238;0;Low;0.06491499227202473;24
No;Research Scientist;No;2;1;33;3;0;2;Travel_Rarely;2;Moderately satisfied;4;3;3;147;2622;26-35;2001-4000;0-4;0;0.05230571764680148;-3881.3714941227117;-652.9013318127006;0;Low;0.06491499227202473;24
No;Research Director;Yes;8;7;37;10;3;3;Travel_Frequently;4;Moderately satisfied;11;3;1;663;12185;36-45;10000+;5-8;0;0.09697410290400604;5681.974232678451;-143.2672263195243;2;Low;0.1111111111111111;17
No;Sales Executive;No;10;13;38;16;2;3;Travel_Rarely;3;Dissatisfied;3;2;6;119;10609;36-45;10000+;9-12;0;0.10556937652403417;4105.621092438047;-686.2227289920626;2;Low;0.06491499227202473;24
No;Manufacturing Director;No;4;4;31;5;1;1;Non-Travel;3;Moderately satisfied;1;3;2;979;4345;26-35;4001-6000;0-4;0;0.03503418031535324;-2157.818646730616;177.95050021336783;0;Low;0.21212121212121213;23
No;Research Scientist;No;0;0;59;1;1;2;Travel_Rarely;4;Moderately satisfied;3;3;6;142;2177;56-65;2001-4000;0-4;0;0.18751200982185967;-4326.351378369497;-657.5996709996288;0;Low;0.0;10
No;Sales Representative;No;8;8;37;9;1;3;Travel_Frequently;4;Dissatisfied;4;3;2;319;2793;36-45;2001-4000;5-8;0;0.04494753204541735;-3710.24571923546;-481.0190886263283;0;Low;0.06491499227202473;24
No;Sales Executive;No;10;1;29;11;1;3;Travel_Frequently;4;Moderately satisfied;1;3;5;1413;7918;26-35;6001-8000;9-12;0;0.07762495371021465;1415.4696242616983;609.571316315847;2;Low;0.06491499227202473;24
No;Sales Executive;No;7;8;35;10;0;3;Travel_Frequently;3;Moderately satisfied;1;4;3;944;8789;26-35;8001-10000;5-8;0;0.04653774145355188;2286.16280616764;139.99149444809348;2;Low;0.06491499227202473;24
